Trip ID,Duration,Start Date,Start Station,Start Terminal,End Date,End Station,End Terminal,Bike #,Subscriber Type,Zip Code
440989,3970,9/6/2014 11:40,Powell at Post (Union Square),71,9/6/2014 12:46,Harry Bridges Plaza (Ferry Building),50,437,Customer,32250
440988,358,9/6/2014 11:40,Temporary Transbay Terminal (Howard at Beale),55,9/6/2014 11:46,Yerba Buena Center of the Arts (3rd @ Howard),68,462,Customer,78701
440987,1119,9/6/2014 11:39,Market at 10th,67,9/6/2014 11:57,Market at 10th,67,522,Subscriber,94102
440985,1019,9/6/2014 11:37,Embarcadero at Folsom,51,9/6/2014 11:54,2nd at Townsend,61,315,Customer,90013
440984,690,9/6/2014 11:33,2nd at Townsend,61,9/6/2014 11:45,Embarcadero at Sansome,60,878,Subscriber,94133
440983,1810,9/6/2014 11:30,Market at Sansome,77,9/6/2014 12:00,Townsend at 7th,65,271,Customer,nil
440982,955,9/6/2014 11:28,San Francisco Caltrain (Townsend at 4th),70,9/6/2014 11:43,Harry Bridges Plaza (Ferry Building),50,483,Customer,nil
440981,943,9/6/2014 11:28,San Francisco Caltrain (Townsend at 4th),70,9/6/2014 11:43,Harry Bridges Plaza (Ferry Building),50,425,Customer,nil
440980,1214,9/6/2014 11:25,Steuart at Market,74,9/6/2014 11:45,Yerba Buena Center of the Arts (3rd @ Howard),68,540,Customer,78701
440979,824,9/6/2014 11:25,Steuart at Market,74,9/6/2014 11:38,Temporary Transbay Terminal (Howard at Beale),55,502,Customer,78701
440978,961,9/6/2014 11:22,San Francisco Caltrain 2 (330 Townsend),69,9/6/2014 11:38,Powell Street BART,39,563,Subscriber,94107
440977,490,9/6/2014 11:21,Harry Bridges Plaza (Ferry Building),50,9/6/2014 11:29,Yerba Buena Center of the Arts (3rd @ Howard),68,577,Subscriber,94107
440976,1285,9/6/2014 11:20,Powell at Post (Union Square),71,9/6/2014 11:41,2nd at Townsend,61,286,Customer,92373
440974,1021,9/6/2014 11:18,Golden Gate at Polk,59,9/6/2014 11:35,Steuart at Market,74,361,Customer,33165
440973,5733,9/6/2014 11:16,Market at Sansome,77,9/6/2014 12:52,Market at Sansome,77,587,Customer,90804
440971,6742,9/6/2014 11:14,Adobe on Almaden,5,9/6/2014 13:06,Adobe on Almaden,5,297,Customer,2043
440970,512,9/6/2014 11:12,San Jose Civic Center,3,9/6/2014 11:21,San Jose Diridon Caltrain Station,2,226,Subscriber,95112
440969,568,9/6/2014 11:12,South Van Ness at Market,66,9/6/2014 11:22,Market at 4th,76,535,Subscriber,94102
440968,512,9/6/2014 11:12,San Jose Civic Center,3,9/6/2014 11:20,San Jose Diridon Caltrain Station,2,665,Subscriber,95126
440967,955,9/6/2014 11:11,Civic Center BART (7th at Market),72,9/6/2014 11:27,Embarcadero at Sansome,60,328,Subscriber,94102
440965,6096,9/6/2014 11:10,Market at Sansome,77,9/6/2014 12:52,Market at Sansome,77,562,Customer,90804
440964,778,9/6/2014 11:09,Spear at Folsom,49,9/6/2014 11:22,Townsend at 7th,65,290,Subscriber,94107
440962,553,9/6/2014 11:08,San Francisco Caltrain 2 (330 Townsend),69,9/6/2014 11:17,Yerba Buena Center of the Arts (3rd @ Howard),68,427,Subscriber,94107
440961,322,9/6/2014 11:07,Howard at 2nd,63,9/6/2014 11:12,Steuart at Market,74,313,Subscriber,94105
440960,218,9/6/2014 11:04,Harry Bridges Plaza (Ferry Building),50,9/6/2014 11:08,Temporary Transbay Terminal (Howard at Beale),55,391,Subscriber,94306
440959,796,9/6/2014 11:03,Embarcadero at Sansome,60,9/6/2014 11:17,2nd at Townsend,61,878,Subscriber,94133
440958,2501,9/6/2014 10:59,San Francisco City Hall,58,9/6/2014 11:41,Market at 10th,67,436,Customer,78414
440952,407,9/6/2014 10:57,2nd at Folsom,62,9/6/2014 11:04,San Francisco Caltrain 2 (330 Townsend),69,86,Subscriber,94017
440951,19205,9/6/2014 10:52,Market at 4th,76,9/6/2014 16:12,Grant Avenue at Columbus Avenue,73,345,Customer,33130
440950,684,9/6/2014 10:51,Powell Street BART,39,9/6/2014 11:02,Golden Gate at Polk,59,518,Subscriber,94103
440948,245,9/6/2014 10:49,San Francisco Caltrain 2 (330 Townsend),69,9/6/2014 10:53,2nd at Townsend,61,310,Subscriber,94107
440947,18768,9/6/2014 10:48,Powell Street BART,39,9/6/2014 16:01,Grant Avenue at Columbus Avenue,73,599,Customer,4542
440946,248,9/6/2014 10:49,San Francisco Caltrain 2 (330 Townsend),69,9/6/2014 10:53,2nd at Townsend,61,389,Customer,2906
440945,18851,9/6/2014 10:47,Powell Street BART,39,9/6/2014 16:02,Grant Avenue at Columbus Avenue,73,444,Customer,4542
440944,488,9/6/2014 10:47,Townsend at 7th,65,9/6/2014 10:55,Yerba Buena Center of the Arts (3rd @ Howard),68,489,Subscriber,94107
440943,526,9/6/2014 10:46,Ryland Park,84,9/6/2014 10:54,San Jose Diridon Caltrain Station,2,127,Subscriber,95112
440938,798,9/6/2014 10:44,San Francisco Caltrain (Townsend at 4th),70,9/6/2014 10:57,Harry Bridges Plaza (Ferry Building),50,391,Subscriber,94306
440937,3081,9/6/2014 10:43,Cowper at University,37,9/6/2014 11:34,University and Emerson,35,104,Customer,91105
440936,3119,9/6/2014 10:42,Cowper at University,37,9/6/2014 11:34,University and Emerson,35,662,Customer,91105
440935,583,9/6/2014 10:42,San Francisco Caltrain (Townsend at 4th),70,9/6/2014 10:52,Harry Bridges Plaza (Ferry Building),50,577,Subscriber,95035
440934,232,9/6/2014 10:39,San Francisco Caltrain 2 (330 Townsend),69,9/6/2014 10:43,2nd at South Park,64,620,Subscriber,94107
440933,386,9/6/2014 10:38,Commercial at Montgomery,45,9/6/2014 10:44,Mechanics Plaza (Market at Battery),75,554,Subscriber,94133
440932,4896,9/6/2014 10:37,Embarcadero at Sansome,60,9/6/2014 11:58,Embarcadero at Sansome,60,513,Customer,2138
440931,777,9/6/2014 10:37,South Van Ness at Market,66,9/6/2014 10:50,Steuart at Market,74,434,Subscriber,94103
440929,567,9/6/2014 10:35,Harry Bridges Plaza (Ferry Building),50,9/6/2014 10:45,Embarcadero at Sansome,60,517,Customer,92554
440928,551,9/6/2014 10:35,Harry Bridges Plaza (Ferry Building),50,9/6/2014 10:44,Embarcadero at Sansome,60,878,Customer,92354
440927,1160,9/6/2014 10:32,Harry Bridges Plaza (Ferry Building),50,9/6/2014 10:51,Townsend at 7th,65,419,Customer,94903
440926,1158,9/6/2014 10:31,Harry Bridges Plaza (Ferry Building),50,9/6/2014 10:51,Townsend at 7th,65,488,Customer,94903
440925,1685,9/6/2014 10:30,Townsend at 7th,65,9/6/2014 10:58,Embarcadero at Folsom,51,214,Subscriber,95105
440924,14275,9/6/2014 10:29,Embarcadero at Sansome,60,9/6/2014 14:27,Harry Bridges Plaza (Ferry Building),50,373,Customer,1
440923,229,9/6/2014 10:29,2nd at South Park,64,9/6/2014 10:33,San Francisco Caltrain 2 (330 Townsend),69,265,Subscriber,94107
440922,454,9/6/2014 10:27,Japantown,9,9/6/2014 10:35,MLK Library,11,148,Subscriber,95113
440921,1412,9/6/2014 10:26,San Francisco Caltrain 2 (330 Townsend),69,9/6/2014 10:49,Embarcadero at Vallejo,48,351,Subscriber,94107
440919,451,9/6/2014 10:15,San Francisco Caltrain (Townsend at 4th),70,9/6/2014 10:22,Spear at Folsom,49,290,Subscriber,94107
440918,464,9/6/2014 10:13,South Van Ness at Market,66,9/6/2014 10:20,Market at 4th,76,659,Subscriber,94102
440917,374,9/6/2014 10:08,Market at 10th,67,9/6/2014 10:14,Market at 4th,76,193,Subscriber,94103
440916,207,9/6/2014 10:07,2nd at Townsend,61,9/6/2014 10:11,San Francisco Caltrain 2 (330 Townsend),69,427,Subscriber,94107
440915,260,9/6/2014 10:06,2nd at Townsend,61,9/6/2014 10:11,San Francisco Caltrain 2 (330 Townsend),69,389,Customer,2906
440910,267,9/6/2014 9:55,2nd at Folsom,62,9/6/2014 9:59,San Francisco Caltrain (Townsend at 4th),70,441,Subscriber,94107
440909,446,9/6/2014 9:46,Paseo de San Antonio,7,9/6/2014 9:54,San Jose Diridon Caltrain Station,2,159,Subscriber,95110
440908,984,9/6/2014 9:45,Steuart at Market,74,9/6/2014 10:01,South Van Ness at Market,66,434,Subscriber,94102
440907,591,9/6/2014 9:45,Beale at Market,56,9/6/2014 9:54,Civic Center BART (7th at Market),72,619,Subscriber,94102
440906,504,9/6/2014 9:44,Market at 4th,76,9/6/2014 9:52,Harry Bridges Plaza (Ferry Building),50,878,Subscriber,94118
440905,290,9/6/2014 9:42,Broadway St at Battery St,82,9/6/2014 9:47,Market at Sansome,77,212,Subscriber,94133
440904,391,9/6/2014 9:37,St James Park,13,9/6/2014 9:43,Santa Clara at Almaden,4,194,Subscriber,95112
440903,461,9/6/2014 9:36,St James Park,13,9/6/2014 9:43,Santa Clara at Almaden,4,691,Subscriber,95112
440902,1007,9/6/2014 9:35,Embarcadero at Folsom,51,9/6/2014 9:52,Townsend at 7th,65,214,Subscriber,95105
440901,602,9/6/2014 9:35,San Francisco Caltrain (Townsend at 4th),70,9/6/2014 9:45,Powell Street BART,39,495,Subscriber,94103
440900,712,9/6/2014 9:31,Yerba Buena Center of the Arts (3rd @ Howard),68,9/6/2014 9:43,Steuart at Market,74,503,Customer,78701
440899,747,9/6/2014 9:30,Yerba Buena Center of the Arts (3rd @ Howard),68,9/6/2014 9:43,Steuart at Market,74,471,Customer,78701
440898,358,9/6/2014 9:30,Embarcadero at Sansome,60,9/6/2014 9:36,Embarcadero at Folsom,51,315,Subscriber,94133
440897,653,9/6/2014 9:28,Embarcadero at Folsom,51,9/6/2014 9:39,Grant Avenue at Columbus Avenue,73,453,Subscriber,94105
440896,805,9/6/2014 9:28,Harry Bridges Plaza (Ferry Building),50,9/6/2014 9:42,Embarcadero at Vallejo,48,378,Customer,87760
440895,823,9/6/2014 9:28,Harry Bridges Plaza (Ferry Building),50,9/6/2014 9:42,Embarcadero at Vallejo,48,191,Customer,87760
440894,380,9/6/2014 9:24,Civic Center BART (7th at Market),72,9/6/2014 9:31,Market at 4th,76,504,Customer,5085
440893,372,9/6/2014 9:21,Embarcadero at Vallejo,48,9/6/2014 9:27,Embarcadero at Sansome,60,315,Customer,94118
440892,575,9/6/2014 9:20,Market at 4th,76,9/6/2014 9:30,Harry Bridges Plaza (Ferry Building),50,488,Customer,92354
440891,646,9/6/2014 9:19,Market at 4th,76,9/6/2014 9:30,Harry Bridges Plaza (Ferry Building),50,419,Customer,92554
440890,606,9/6/2014 9:16,Spear at Folsom,49,9/6/2014 9:26,Embarcadero at Sansome,60,288,Subscriber,98121
440888,937,9/6/2014 9:09,San Francisco Caltrain 2 (330 Townsend),69,9/6/2014 9:25,Post at Kearny,47,614,Subscriber,94107
440886,800,9/6/2014 9:08,Harry Bridges Plaza (Ferry Building),50,9/6/2014 9:21,San Francisco Caltrain (Townsend at 4th),70,391,Subscriber,94107
440885,1189,9/6/2014 9:04,Civic Center BART (7th at Market),72,9/6/2014 9:23,Civic Center BART (7th at Market),72,504,Customer,5085
440884,357,9/6/2014 9:03,Market at 10th,67,9/6/2014 9:09,Market at 4th,76,878,Customer,2641
440883,822,9/6/2014 9:02,South Van Ness at Market,66,9/6/2014 9:16,Steuart at Market,74,434,Subscriber,94102
440882,534,9/6/2014 8:55,Harry Bridges Plaza (Ferry Building),50,9/6/2014 9:04,2nd at Townsend,61,427,Subscriber,94107
440881,532,9/6/2014 8:55,Harry Bridges Plaza (Ferry Building),50,9/6/2014 9:04,2nd at Townsend,61,334,Subscriber,94107
440880,280,9/6/2014 8:55,Harry Bridges Plaza (Ferry Building),50,9/6/2014 9:00,Embarcadero at Folsom,51,453,Subscriber,94105
440878,922,9/6/2014 8:44,Washington at Kearny,46,9/6/2014 8:59,Embarcadero at Sansome,60,575,Customer,nil
440877,987,9/6/2014 8:43,Washington at Kearny,46,9/6/2014 8:59,Embarcadero at Sansome,60,266,Customer,nil
440876,1408,9/6/2014 8:39,Market at 4th,76,9/6/2014 9:02,Civic Center BART (7th at Market),72,504,Customer,5085
440875,537,9/6/2014 8:36,Mechanics Plaza (Market at Battery),75,9/6/2014 8:45,Embarcadero at Sansome,60,617,Subscriber,94703
440874,299,9/6/2014 8:32,Embarcadero at Bryant,54,9/6/2014 8:37,Steuart at Market,74,502,Subscriber,94107
440873,333,9/6/2014 8:32,Market at 10th,67,9/6/2014 8:38,Powell Street BART,39,444,Subscriber,94102
440872,635,9/6/2014 8:32,San Francisco Caltrain (Townsend at 4th),70,9/6/2014 8:42,Harry Bridges Plaza (Ferry Building),50,453,Subscriber,94107
440871,473,9/6/2014 8:24,Steuart at Market,74,9/6/2014 8:32,Embarcadero at Sansome,60,677,Subscriber,94066
440870,214,9/6/2014 8:21,2nd at Townsend,61,9/6/2014 8:25,San Francisco Caltrain 2 (330 Townsend),69,456,Subscriber,94107
440869,463,9/6/2014 8:22,Harry Bridges Plaza (Ferry Building),50,9/6/2014 8:30,Embarcadero at Sansome,60,451,Subscriber,94546
440868,321,9/6/2014 8:10,Harry Bridges Plaza (Ferry Building),50,9/6/2014 8:15,Market at Sansome,77,405,Subscriber,94510
440867,923,9/6/2014 8:07,South Van Ness at Market,66,9/6/2014 8:22,Embarcadero at Folsom,51,551,Subscriber,94103
440866,1196,9/6/2014 7:48,Embarcadero at Bryant,54,9/6/2014 8:08,Harry Bridges Plaza (Ferry Building),50,391,Subscriber,94105
440865,492,9/6/2014 7:47,Golden Gate at Polk,59,9/6/2014 7:56,Powell Street BART,39,332,Subscriber,94108
440862,822,9/6/2014 7:27,Civic Center BART (7th at Market),72,9/6/2014 7:40,Embarcadero at Sansome,60,548,Customer,4706
440861,1028,9/6/2014 7:26,Civic Center BART (7th at Market),72,9/6/2014 7:43,Harry Bridges Plaza (Ferry Building),50,405,Customer,87760
440860,1141,9/6/2014 7:24,Civic Center BART (7th at Market),72,9/6/2014 7:43,Harry Bridges Plaza (Ferry Building),50,451,Customer,87760
440859,158,9/6/2014 7:16,Harry Bridges Plaza (Ferry Building),50,9/6/2014 7:19,Davis at Jackson,42,556,Subscriber,94111
440857,1789,9/6/2014 7:01,2nd at Folsom,62,9/6/2014 7:31,Market at 4th,76,370,Customer,nil
440854,359,9/6/2014 6:39,Golden Gate at Polk,59,9/6/2014 6:45,Market at 4th,76,552,Subscriber,94109
440853,346,9/6/2014 6:09,Steuart at Market,74,9/6/2014 6:14,Steuart at Market,74,480,Subscriber,94109
440852,383,9/6/2014 6:04,Mechanics Plaza (Market at Battery),75,9/6/2014 6:10,Powell Street BART,39,528,Subscriber,94102
440851,116,9/6/2014 5:26,Embarcadero at Bryant,54,9/6/2014 5:28,Spear at Folsom,49,509,Subscriber,94105
440850,345,9/6/2014 1:20,Howard at 2nd,63,9/6/2014 1:25,San Francisco Caltrain (Townsend at 4th),70,531,Subscriber,94158
440849,1638,9/6/2014 1:14,Market at 10th,67,9/6/2014 1:42,Grant Avenue at Columbus Avenue,73,311,Customer,11216
440847,281,9/6/2014 1:05,Market at Sansome,77,9/6/2014 1:10,5th at Howard,57,354,Subscriber,94158
440846,386,9/6/2014 0:40,5th at Howard,57,9/6/2014 0:46,Market at Sansome,77,574,Subscriber,94158
440845,667,9/6/2014 0:39,Beale at Market,56,9/6/2014 0:50,2nd at Townsend,61,283,Subscriber,94107
440844,1053,9/6/2014 0:13,San Jose Diridon Caltrain Station,2,9/6/2014 0:31,Japantown,9,188,Subscriber,94403
440843,436,9/6/2014 0:12,Market at Sansome,77,9/6/2014 0:19,Grant Avenue at Columbus Avenue,73,624,Subscriber,94133
440842,349,9/5/2014 23:59,Beale at Market,56,9/6/2014 0:05,Broadway St at Battery St,82,212,Subscriber,94133
440841,1595,9/5/2014 23:38,Harry Bridges Plaza (Ferry Building),50,9/6/2014 0:05,Golden Gate at Polk,59,464,Customer,33165
440840,320,9/5/2014 23:24,Powell at Post (Union Square),71,9/5/2014 23:29,Howard at 2nd,63,623,Subscriber,94105
440839,1124,9/5/2014 23:17,Market at Sansome,77,9/5/2014 23:36,2nd at Townsend,61,651,Subscriber,94107
440838,1319,9/5/2014 23:15,Embarcadero at Sansome,60,9/5/2014 23:37,Harry Bridges Plaza (Ferry Building),50,464,Customer,33165
440837,668,9/5/2014 23:15,Market at 10th,67,9/5/2014 23:26,Washington at Kearny,46,266,Subscriber,94133
440836,386,9/5/2014 23:08,Embarcadero at Sansome,60,9/5/2014 23:15,Steuart at Market,74,540,Subscriber,94517
440835,476,9/5/2014 23:05,Powell Street BART,39,9/5/2014 23:13,2nd at Folsom,62,370,Customer,33596
440834,504,9/5/2014 23:02,San Francisco Caltrain (Townsend at 4th),70,9/5/2014 23:10,Spear at Folsom,49,288,Subscriber,94105
440833,207,9/5/2014 22:58,Golden Gate at Polk,59,9/5/2014 23:01,Civic Center BART (7th at Market),72,548,Subscriber,94103
440832,71971,9/5/2014 22:52,Mountain View Caltrain Station,28,9/6/2014 18:52,Mountain View Caltrain Station,28,295,Customer,94040
440831,71965,9/5/2014 22:52,Mountain View Caltrain Station,28,9/6/2014 18:51,Mountain View Caltrain Station,28,304,Customer,94040
440830,476,9/5/2014 22:49,Mountain View Caltrain Station,28,9/5/2014 22:57,Castro Street and El Camino Real,32,240,Subscriber,94040
440829,866,9/5/2014 22:48,Steuart at Market,74,9/5/2014 23:02,San Francisco Caltrain 2 (330 Townsend),69,549,Subscriber,94107
440828,886,9/5/2014 22:47,Steuart at Market,74,9/5/2014 23:02,San Francisco Caltrain 2 (330 Townsend),69,458,Subscriber,94107
440827,983,9/5/2014 22:47,2nd at Townsend,61,9/5/2014 23:03,Beale at Market,56,526,Customer,94805
440826,1025,9/5/2014 22:46,2nd at Townsend,61,9/5/2014 23:04,Beale at Market,56,463,Customer,94104
440825,479,9/5/2014 22:43,Commercial at Montgomery,45,9/5/2014 22:51,Spear at Folsom,49,187,Subscriber,94105
440823,526,9/5/2014 22:21,Grant Avenue at Columbus Avenue,73,9/5/2014 22:29,Market at 4th,76,97,Subscriber,94132
440821,244,9/5/2014 22:15,Howard at 2nd,63,9/5/2014 22:19,5th at Howard,57,527,Customer,33596
440820,2112,9/5/2014 22:11,Embarcadero at Sansome,60,9/5/2014 22:46,2nd at Townsend,61,526,Customer,94805
440819,2167,9/5/2014 22:09,Embarcadero at Sansome,60,9/5/2014 22:46,2nd at Townsend,61,463,Customer,94104
440817,1371,9/5/2014 21:54,Washington at Kearny,46,9/5/2014 22:17,Powell at Post (Union Square),71,494,Customer,97414
440816,420,9/5/2014 21:49,Grant Avenue at Columbus Avenue,73,9/5/2014 21:56,Yerba Buena Center of the Arts (3rd @ Howard),68,471,Subscriber,94107
440815,192,9/5/2014 21:44,San Antonio Shopping Center,31,9/5/2014 21:47,San Antonio Caltrain Station,29,178,Subscriber,94105
440814,455,9/5/2014 21:38,Powell Street BART,39,9/5/2014 21:46,2nd at Townsend,61,456,Subscriber,94107
440813,375,9/5/2014 21:38,Harry Bridges Plaza (Ferry Building),50,9/5/2014 21:44,Embarcadero at Sansome,60,513,Subscriber,94111
440808,8507,9/5/2014 21:22,Harry Bridges Plaza (Ferry Building),50,9/5/2014 23:43,Harry Bridges Plaza (Ferry Building),50,406,Customer,95376
440807,8528,9/5/2014 21:21,Harry Bridges Plaza (Ferry Building),50,9/5/2014 23:43,Harry Bridges Plaza (Ferry Building),50,191,Customer,95376
440803,788,9/5/2014 21:07,Civic Center BART (7th at Market),72,9/5/2014 21:20,San Francisco Caltrain 2 (330 Townsend),69,351,Subscriber,94107
440802,815,9/5/2014 21:02,Market at 10th,67,9/5/2014 21:16,Townsend at 7th,65,339,Customer,11216
440801,220,9/5/2014 20:57,San Francisco Caltrain 2 (330 Townsend),69,9/5/2014 21:01,Townsend at 7th,65,422,Subscriber,94107
440800,293,9/5/2014 20:57,Market at 4th,76,9/5/2014 21:01,Beale at Market,56,619,Subscriber,95113
440799,194,9/5/2014 20:54,Embarcadero at Folsom,51,9/5/2014 20:57,Steuart at Market,74,591,Subscriber,94131
440798,1119,9/5/2014 20:51,2nd at South Park,64,9/5/2014 21:09,Golden Gate at Polk,59,630,Subscriber,94122
440797,933,9/5/2014 20:50,Market at 10th,67,9/5/2014 21:06,Embarcadero at Sansome,60,463,Subscriber,94111
440796,503,9/5/2014 20:46,2nd at Townsend,61,9/5/2014 20:54,Market at Sansome,77,587,Subscriber,94549
440793,339,9/5/2014 20:41,Yerba Buena Center of the Arts (3rd @ Howard),68,9/5/2014 20:46,San Francisco Caltrain 2 (330 Townsend),69,422,Subscriber,94109
440791,1387,9/5/2014 20:38,Grant Avenue at Columbus Avenue,73,9/5/2014 21:01,Market at 10th,67,339,Customer,11216
440790,706,9/5/2014 20:34,Castro Street and El Camino Real,32,9/5/2014 20:46,Mountain View City Hall,27,55,Customer,60611
440789,843,9/5/2014 20:29,Mechanics Plaza (Market at Battery),75,9/5/2014 20:44,Townsend at 7th,65,636,Subscriber,94110
440788,934,9/5/2014 20:33,Townsend at 7th,65,9/5/2014 20:48,Grant Avenue at Columbus Avenue,73,628,Subscriber,94133
440784,272,9/5/2014 20:28,Post at Kearny,47,9/5/2014 20:32,Temporary Transbay Terminal (Howard at Beale),55,381,Subscriber,94105
440782,394,9/5/2014 20:27,Howard at 2nd,63,9/5/2014 20:34,San Francisco Caltrain (Townsend at 4th),70,288,Subscriber,94062
440777,395,9/5/2014 20:23,5th at Howard,57,9/5/2014 20:29,San Francisco Caltrain (Townsend at 4th),70,520,Subscriber,95118
440774,485,9/5/2014 20:13,Powell Street BART,39,9/5/2014 20:21,Market at 10th,67,878,Subscriber,94103
440773,473,9/5/2014 20:13,Powell Street BART,39,9/5/2014 20:21,Market at 10th,67,338,Subscriber,94103
440772,505,9/5/2014 20:13,Powell Street BART,39,9/5/2014 20:21,Market at 10th,67,311,Subscriber,94103
440771,624,9/5/2014 20:13,Market at 10th,67,9/5/2014 20:23,San Francisco Caltrain (Townsend at 4th),70,540,Subscriber,94086
440770,674,9/5/2014 20:12,San Francisco Caltrain (Townsend at 4th),70,9/5/2014 20:23,Market at 4th,76,619,Subscriber,94127
440769,694,9/5/2014 20:11,San Francisco Caltrain (Townsend at 4th),70,9/5/2014 20:23,Market at 4th,76,519,Subscriber,94122
440768,877,9/5/2014 20:11,San Francisco Caltrain 2 (330 Townsend),69,9/5/2014 20:26,South Van Ness at Market,66,434,Subscriber,94107
440767,518,9/5/2014 20:11,San Francisco Caltrain 2 (330 Townsend),69,9/5/2014 20:20,Powell Street BART,39,599,Subscriber,94703
440766,1077,9/5/2014 20:09,Palo Alto Caltrain Station,34,9/5/2014 20:27,California Ave Caltrain Station,36,190,Subscriber,94105
440765,461,9/5/2014 20:08,Powell Street BART,39,9/5/2014 20:16,San Francisco Caltrain (Townsend at 4th),70,425,Subscriber,94103
440764,591,9/5/2014 20:08,Market at 4th,76,9/5/2014 20:18,2nd at South Park,64,265,Subscriber,94107
440763,224,9/5/2014 20:07,Embarcadero at Vallejo,48,9/5/2014 20:11,Steuart at Market,74,442,Subscriber,94551
440762,373,9/5/2014 20:04,2nd at South Park,64,9/5/2014 20:10,Post at Kearny,47,270,Subscriber,94123
440761,782,9/5/2014 20:02,San Francisco Caltrain (Townsend at 4th),70,9/5/2014 20:15,Grant Avenue at Columbus Avenue,73,97,Subscriber,94133
440760,291,9/5/2014 20:01,2nd at South Park,64,9/5/2014 20:06,Market at Sansome,77,282,Subscriber,94544
440758,378,9/5/2014 19:55,5th at Howard,57,9/5/2014 20:01,2nd at South Park,64,270,Subscriber,94107
440753,273,9/5/2014 19:50,Evelyn Park and Ride,30,9/5/2014 19:55,Mountain View Caltrain Station,28,17,Subscriber,94070
440752,2274,9/5/2014 19:50,San Francisco Caltrain (Townsend at 4th),70,9/5/2014 20:28,San Francisco Caltrain (Townsend at 4th),70,290,Subscriber,95070
440751,936,9/5/2014 19:49,San Francisco Caltrain 2 (330 Townsend),69,9/5/2014 20:05,Commercial at Montgomery,45,395,Subscriber,94107
440750,936,9/5/2014 19:49,San Francisco Caltrain 2 (330 Townsend),69,9/5/2014 20:05,Commercial at Montgomery,45,187,Subscriber,94107
440749,209,9/5/2014 19:43,Market at Sansome,77,9/5/2014 19:47,Beale at Market,56,189,Subscriber,94133
440748,471,9/5/2014 19:42,Ryland Park,84,9/5/2014 19:50,San Salvador at 1st,8,308,Subscriber,95111
440747,757,9/5/2014 19:37,Powell at Post (Union Square),71,9/5/2014 19:50,Market at 10th,67,601,Subscriber,94025
440746,497,9/5/2014 19:35,San Jose Diridon Caltrain Station,2,9/5/2014 19:43,St James Park,13,82,Subscriber,95112
440744,461,9/5/2014 19:29,San Francisco Caltrain (Townsend at 4th),70,9/5/2014 19:37,Yerba Buena Center of the Arts (3rd @ Howard),68,422,Subscriber,94105
440743,772,9/5/2014 19:29,San Francisco Caltrain 2 (330 Townsend),69,9/5/2014 19:42,Embarcadero at Vallejo,48,315,Subscriber,94107
440742,443,9/5/2014 19:29,Market at 4th,76,9/5/2014 19:36,Market at 10th,67,444,Subscriber,94107
440739,518,9/5/2014 19:26,San Francisco Caltrain 2 (330 Townsend),69,9/5/2014 19:34,Powell Street BART,39,311,Subscriber,94612
440736,327,9/5/2014 19:24,2nd at Folsom,62,9/5/2014 19:29,Market at 4th,76,265,Subscriber,94107
440735,455,9/5/2014 19:22,Market at 4th,76,9/5/2014 19:30,Temporary Transbay Terminal (Howard at Beale),55,376,Subscriber,94608
440734,425,9/5/2014 19:21,5th at Howard,57,9/5/2014 19:28,Market at 10th,67,540,Subscriber,94102
440731,302,9/5/2014 19:20,Market at 4th,76,9/5/2014 19:25,San Francisco Caltrain (Townsend at 4th),70,538,Subscriber,94401
440730,590,9/5/2014 19:16,San Jose Diridon Caltrain Station,2,9/5/2014 19:26,MLK Library,11,162,Subscriber,95112
440729,523,9/5/2014 19:15,San Jose Diridon Caltrain Station,2,9/5/2014 19:24,Paseo de San Antonio,7,28,Subscriber,95113
440728,1260,9/5/2014 19:18,2nd at Folsom,62,9/5/2014 19:39,Golden Gate at Polk,59,592,Subscriber,94705
440727,576,9/5/2014 19:18,Clay at Battery,41,9/5/2014 19:27,2nd at Townsend,61,29,Subscriber,94107
440726,848,9/5/2014 19:17,San Francisco City Hall,58,9/5/2014 19:31,2nd at South Park,64,282,Subscriber,94602
440725,1810,9/5/2014 19:16,San Francisco City Hall,58,9/5/2014 19:46,Market at 10th,67,443,Subscriber,94602
440724,593,9/5/2014 19:15,San Francisco Caltrain (Townsend at 4th),70,9/5/2014 19:25,Howard at 2nd,63,593,Subscriber,94117
440723,581,9/5/2014 19:14,San Jose Diridon Caltrain Station,2,9/5/2014 19:24,Ryland Park,84,200,Subscriber,95110
440722,587,9/5/2014 19:14,San Jose Diridon Caltrain Station,2,9/5/2014 19:24,Ryland Park,84,308,Subscriber,95111
440721,257,9/5/2014 19:13,San Jose Diridon Caltrain Station,2,9/5/2014 19:17,Santa Clara at Almaden,4,98,Subscriber,95112
440720,456,9/5/2014 19:13,Embarcadero at Vallejo,48,9/5/2014 19:21,Steuart at Market,74,564,Subscriber,94114
440719,1011,9/5/2014 19:12,Townsend at 7th,65,9/5/2014 19:29,San Francisco City Hall,58,436,Subscriber,94103
440718,802,9/5/2014 19:09,Market at 10th,67,9/5/2014 19:22,Harry Bridges Plaza (Ferry Building),50,556,Subscriber,94920
440717,429,9/5/2014 19:08,Market at Sansome,77,9/5/2014 19:15,Grant Avenue at Columbus Avenue,73,339,Subscriber,94104
440716,1632,9/5/2014 19:07,Park at Olive,38,9/5/2014 19:34,Mountain View Caltrain Station,28,295,Subscriber,94110
